G_Name,Year,Amount,
Tides Foundation,2015,30000.00,
Global Greengrants Fund Inc,2016,4000.00,
Global Greengrants Fund Inc,2019,4000.00,
Global Greengrants Fund Inc,2018,5000.00,
Global Greengrants Fund Inc,2016,4000.00,
"William K. Bowes, Jr. Foundation",2019,100000.00,
"William K. Bowes, Jr. Foundation",2017,100000.00,
The Lee and Juliet Folger Fund,2017,10000.00,
"William K. Bowes, Jr. Foundation",2016,100000.00,
The Lee and Juliet Folger Fund,2016,10000.00,
The Lee and Juliet Folger Fund,2016,10000.00,
Fidelity Investments Charitable Gift Fund,2015,50000.00,
Energy Foundation China,2017,150000.00,
Energy Foundation China,2016,450000.00,
Skoll Global Threats Fund,2015,154000.00,
Warsh-Mott Legacy,2015,37800.00,
Clif Bar Family Foundation,2019,5000.00,
Wallace Global Fund II,2018,50000.00,
The Bullitt Foundation,2018,35000.00,
Clif Bar Family Foundation,2017,5000.00,
Marin Community Foundation,2020,5000.00,
Climate Justice Resilience Fund,2019,208000.00,
Clif Bar Family Foundation,2017,3500.00,
Mary & Fred Godley Family Foundation,2017,3500.00,
Wallace Global Fund II,2016,40000.00,
The Christensen Fund,2016,25000.00,
Mary & Fred Godley Family Foundation,2016,10000.00,
Wallace Global Fund II,2015,75000.00,
Farbstein Family Charitable Foundation,2017,2000.00,
Farbstein Family Charitable Foundation,2016,4000.00,
The Libra Foundation,2020,100000.00,
The Libra Foundation,2020,100000.00,
Wallace Global Fund II,2015,45000.00,
Clif Bar Family Foundation,2019,3000.00,
Clif Bar Family Foundation,2018,3000.00,
The David and Lucile Packard Foundation,2020,97827.00,
Clif Bar Family Foundation,2018,5500.00,
Clif Bar Family Foundation,2017,5500.00,
CS Fund,2015,37800.00,
Clif Bar Family Foundation,2019,5000.00,
"Rockefeller Brothers Fund, Inc.",2019,200000.00,
Wallace Global Fund II,2016,75000.00,
The William and Flora Hewlett Foundation,2019,2000000.00,
The David and Lucile Packard Foundation,2019,157456.00,
The David and Lucile Packard Foundation,2018,234664.00,
The Nathan Cummings Foundation,2018,70000.00,
Energy Foundation China,2017,1622532.00,
Environmental Defense Fund Incorporated,2017,282650.00,
Environmental Defense Fund Incorporated,2017,282650.00,
The Heising-Simons Foundation,2016,3093818.00,
Save the Redwoods League,2016,148654.00,
Save the Redwoods League,2015,238819.00,
Rathmann Family Foundation,2015,180000.00,
Rathmann Family Foundation,2015,119827.00,
Ford Foundation,2015,65000.00,
Climate Justice Resilience Fund,2018,30000.00,
Swig Foundation,2018,2500.00,
Swig Foundation,2017,5000.00,
Swig Foundation,2017,300.00,
Swig Foundation,2016,1000.00,
ClimateWorks Foundation,2016,600000.00,
"Rockefeller Brothers Fund, Inc.",2019,100000.00,
"Rockefeller Brothers Fund, Inc.",2017,100000.00,
King Baudouin Foundation,2017,16377.00,
King Baudouin Foundation,2017,16377.00,
The Children's Center Foundation,2016,212929.00,
The Children's Center Foundation,2015,1000000.00,
Onion Foundation,2016,8000.00,
Onion Foundation,2020,750.00,
Ford Foundation,2020,700000.00,
Ford Foundation,2019,700000.00,
Ford Foundation,2018,700000.00,
Ford Foundation,2017,800000.00,
Ford Foundation,2016,760000.00,
Ford Foundation,2015,600000.00,
Arcus Foundation,2016,55000.00,
The Rockefeller Foundation,2019,148109.00,
The Schott Foundation for Public Education,2017,40000.00,
The Robert Wood Johnson Foundation,2019,500000.00,
Park Foundation,2017,15000.00,
Park Foundation,2017,15000.00,
Global Greengrants Fund Inc,2018,4200.00,
Global Greengrants Fund Inc,2016,5000.00,
Woodard and Curran Foundation,2019,33333.00,
Woodard and Curran Foundation,2018,33333.00,
Barr Foundation,2018,800000.00,
Academy for Motion Arts Sciences,2018,37578608.00,
Academy Foundation,2018,22829891.00,
The Darmac Foundation,2019,3000.00,
The Rockefeller Foundation,2017,270000.00,
Clif Bar Family Foundation,2019,7000.00,
Clif Bar Family Foundation,2018,7000.00,
Clif Bar Family Foundation,2017,7000.00,
Global Greengrants Fund Inc,2018,5000.00,
Ford Foundation,2017,350000.00,
Equity Trustees Charitable Foundation,2018,3669.00,
The David and Lucile Packard Foundation,2019,250000.00,
Global Greengrants Fund Inc,2019,4000.00,
"The New-Land Foundation, Inc.",2018,15000.00,
"The New-Land Foundation, Inc.",2017,10000.00,
"The New-Land Foundation, Inc.",2016,10000.00,
Tides Advocacy,2018,50000.00,
The Paul G. Allen Family Foundation,2017,32407.00,
The Paul G. Allen Family Foundation,2017,18575.00,
The Paul G. Allen Family Foundation,2017,18575.00,
The Paul G. Allen Family Foundation,2017,13507.00,
The Paul G. Allen Family Foundation,2017,8856.00,
The Paul G. Allen Family Foundation,2017,1188.00,
The Paul G. Allen Family Foundation,2015,100000.00,
Global Greengrants Fund Inc,2019,5000.00,
Drug Policy Alliance,2016,15000.00,
Community Foundation of Northeast Alabama,2018,8362.00,
"Elton John AIDS Foundation, Inc.",2015,50000.00,
The National Lottery Community Fund,2017,11789.00,
"American Jewish World Service, Inc.",2019,10000.00,
"American Jewish World Service, Inc.",2018,15000.00,
Full Circle Fund,2016,35000.00,
Global Greengrants Fund Inc,2019,5000.00,
Environmental Defense Fund Incorporated,2017,10000.00,
Environmental Defense Fund Incorporated,2017,10000.00,
Norfolk Southern Foundation,2016,25000.00,
Sustainable Forestry Initiative Inc,2018,20000.00,
The Trolinger Trust,2019,4500.00,
Segal Family Foundation Inc,2020,5000.00,
Community Foundation for Southeast Michigan,2016,500.00,
"Compton Foundation, Inc.",2018,20000.00,
"Compton Foundation, Inc.",2016,20000.00,
Snyder Family Foundation,2018,5000.00,
Snyder Family Foundation,2018,10050.00,
"Ben & Jerry's Foundation, Inc.",2019,20000.00,
"Ben & Jerry's Foundation, Inc.",2018,20000.00,
"Ben & Jerry's Foundation, Inc.",2016,20000.00,
Snyder Family Foundation,2018,1000.00,
The Achelis and Bodman Foundation,2018,30000.00,
Davis Family Foundation,2016,1000.00,
Global Greengrants Fund Inc,2017,3500.00,
Global Greengrants Fund Inc,2017,4000.00,
Global Greengrants Fund Inc,2018,4000.00,
Global Greengrants Fund Inc,2017,4000.00,
Global Greengrants Fund Inc,2018,4000.00,
Global Greengrants Fund Inc,2017,3500.00,
The David and Lucile Packard Foundation,2020,350000.00,
Ford Foundation,2016,250000.00,
Both ENDS Foundation,2015,48320.00,
Global Greengrants Fund Inc,2019,5000.00,
Global Greengrants Fund Inc,2019,5000.00,
Global Greengrants Fund Inc,2019,14600.00,
Global Greengrants Fund Inc,2019,5000.00,
Global Greengrants Fund Inc,2016,7500.00,
Fund for Women's Equality,2015,305000.00,
M.J. Murdock Charitable Trust,2017,15000.00,
Edwards Mother Earth Foundation,2017,1000.00,
Edwards Mother Earth Foundation,2017,500.00,
The William and Flora Hewlett Foundation,2016,150000.00,
Edwards Mother Earth Foundation,2016,250.00,
Edwards Mother Earth Foundation,2015,85000.00,
NoVo Foundation,2016,4000000.00,
Edwards Mother Earth Foundation,2016,9000.00,
Edwards Mother Earth Foundation,2015,45000.00,
The Heinz Endowments,2019,25000.00,
"American Jewish World Service, Inc.",2020,35000.00,
"American Jewish World Service, Inc.",2020,20000.00,
Global Greengrants Fund Inc,2017,3000.00,
Global Greengrants Fund Inc,2016,10000.00,
The Rockefeller Foundation,2016,1000000.00,
John D. and Catherine T. MacArthur Foundation,2016,500000.00,
John D. and Catherine T. MacArthur Foundation,2015,552000.00,
Park Foundation,2017,10000.00,
Park Foundation,2017,10000.00,
The Morton-Kelly Charitable Trust,2019,7500.00,
The Nathan Cummings Foundation,2016,45000.00,
The Schott Foundation for Public Education,2017,20000.00,
Barr Foundation,2015,140000.00,
Barr Foundation,2017,250000.00,
Conservation International Foundation,2018,70158.00,
ClimateWorks Foundation,2016,100000.00,
Conservation International Foundation,2016,62242.00,
Barr Foundation,2019,570000.00,
Barr Foundation,2016,835000.00,
Barr Foundation,2016,65000.00,
The William and Flora Hewlett Foundation,2020,400000.00,
"Rockefeller Brothers Fund, Inc.",2020,150000.00,
The John Merck Fund,2020,75000.00,
The Libra Foundation,2020,50000.00,
John D. and Catherine T. MacArthur Foundation,2019,4000000.00,
Adiuvans Foundation,2019,25607.00,
The William and Flora Hewlett Foundation,2018,1000000.00,
The William and Flora Hewlett Foundation,2018,250000.00,
The Nathan Cummings Foundation,2018,125000.00,
The Marisla Foundation,2018,100000.00,
The Marisla Foundation,2018,100000.00,
The John Merck Fund,2018,70000.00,
Adiuvans Foundation,2018,32846.00,
John D. and Catherine T. MacArthur Foundation,2017,3000000.00,
Energy Foundation China,2017,672153.00,
The David and Lucile Packard Foundation,2017,500000.00,
Sea Change Foundation,2017,375000.00,
Sea Change Foundation,2017,375000.00,
The Nathan Cummings Foundation,2017,125000.00,
The Schmidt Family Foundation,2017,100000.00,
The Marisla Foundation,2017,100000.00,
The New York Community Trust,2017,75000.00,
Adiuvans Foundation,2017,68679.00,
The PG&E Corporation Foundation,2017,40000.00,
Park Foundation,2017,25000.00,
Barr Foundation,2016,500000.00,
The Skoll Fund,2016,500000.00,
Sea Change Foundation,2016,375000.00,
Sea Change Foundation,2016,375000.00,
Sea Change Foundation,2016,375000.00,
"Bloomberg Philanthropies, Inc.",2016,316000.00,
The Marisla Foundation,2016,150000.00,
The Nathan Cummings Foundation,2016,125000.00,
The Schmidt Family Foundation,2016,125000.00,
The New York Community Trust,2016,100000.00,
Barr Foundation,2015,400000.00,
Sea Change Foundation,2015,375000.00,
Kresge Foundation,2015,300000.00,
The Schmidt Family Foundation,2015,125000.00,
McKnight Foundation,2015,124000.00,
The David and Lucile Packard Foundation,2019,440000.00,
The William and Flora Hewlett Foundation,2020,1000000.00,
The William and Flora Hewlett Foundation,2019,1000000.00,
Flora Family Foundation,2019,74500.00,
The Maple Tree Fund,2019,2500.00,
The New York Community Trust,2018,100000.00,
The William and Flora Hewlett Foundation,2017,1000000.00,
The David and Lucile Packard Foundation,2017,420000.00,
Pisces Foundation,2017,250000.00,
Laura and John Arnold Foundation,2017,59500.00,
Environmental Defense Fund Incorporated,2017,25000.00,
Environmental Defense Fund Incorporated,2017,25000.00,
The Nathan Cummings Foundation,2016,500000.00,
ClimateWorks Foundation,2016,250000.00,
Laura and John Arnold Foundation,2016,200000.00,
The William and Flora Hewlett Foundation,2016,200000.00,
The Nathan Cummings Foundation,2015,500000.00,
Laura and John Arnold Foundation,2015,400000.00,
Pisces Foundation,2015,250000.00,
The Heising-Simons Foundation,2015,100000.00,
Wallace Global Fund II,2015,60000.00,
Merck Family Fund,2020,35000.00,
V. Kann Rasmussen Foundation Inc.,2016,150000.00,
"The Morton K. and Jane Blaustein Foundation, Inc.",2020,50000.00,
The Livowitz Charitable Foundation,2018,250.00,
Morris & Lillian P. Gould Family Foundation,2017,500.00,
The Livowitz Charitable Foundation,2017,250.00,
Christopher Reynolds Foundation Inc,2020,12000.00,
CLEAN WATER FUND,2016,37500.00,
CLEAN WATER FUND,2015,45000.00,
The John Merck Fund,2020,325000.00,
Barr Foundation,2019,1350000.00,
Barr Foundation,2018,2400000.00,
Barr Foundation,2018,1200000.00,
The John Merck Fund,2018,325000.00,
Jane's Trust Foundation,2018,90000.00,
Merck Family Fund,2018,25000.00,
The John Merck Fund,2017,325000.00,
Energy Foundation China,2017,220000.00,
Jane's Trust Foundation,2017,80000.00,
Merck Family Fund,2017,25000.00,
Community Foundation of Western Nevada,2017,20000.00,
Community Foundation of Western Nevada,2017,20000.00,
Barr Foundation,2016,1200000.00,
The John Merck Fund,2016,325000.00,
Jane's Trust Foundation,2016,75000.00,
The John Merck Fund,2015,225000.00,
Jane's Trust Foundation,2015,40000.00,
Amalgamated Charitable Foundation Inc,2019,62500.00,
Greater Houston Community Foundation,2018,1000.00,
The AEC Trust,2019,20000.00,
Landau Family Foundation,2019,15000.00,
Oak Foundation,2018,250000.00,
The Oak Foundation U.S.A.,2018,168028.00,
Landau Family Foundation,2018,15000.00,
San Francisco Foundation,2018,10000.00,
"Proteus Fund, Inc.",2018,6625.00,
Colombe Peace Foundation,2017,250000.00,
Raymond James Charitable Endowment,2017,15000.00,
Raymond James Charitable Endowment,2017,15000.00,
Landau Family Foundation,2017,10000.00,
Colombe Peace Foundation,2016,200000.00,
V. Kann Rasmussen Foundation Inc.,2016,100000.00,
Environmental Defense Fund Incorporated,2017,30000.00,
Environmental Defense Fund Incorporated,2017,30000.00,
The New York Community Trust,2017,1500.00,
The John Merck Fund,2016,90000.00,
Skoll Global Threats Fund,2015,135000.00,
The John Merck Fund,2015,90000.00,
"The Kohlberg Foundation, Inc.",2018,10000.00,
Merlin Charitable Foundation,2018,2000.00,
"The Kohlberg Foundation, Inc.",2017,10000.00,
Merlin Charitable Foundation,2017,2000.00,
"The Kohlberg Foundation, Inc.",2016,10000.00,
Grantham Foundation for the Protection,2018,80000.00,
CLEAN WATER FUND,2016,37500.00,
CLEAN WATER FUND,2015,45000.00,
The Libra Foundation,2020,200000.00,
"Northlight Foundation, Inc.",2019,50000.00,
Chorus Foundation,2018,50000.00,
"The Morton K. and Jane Blaustein Foundation, Inc.",2018,15000.00,
Rose Community Foundation,2017,15000.00,
Cultures of Resistance Network Foundation,2016,5000.00,
The Libra Foundation,2015,200000.00,
New Field Foundation,2015,100000.00,
Barr Foundation,2019,300000.00,
The John Merck Fund,2020,20000.00,
The William and Flora Hewlett Foundation,2018,10000000.00,
Barr Foundation,2018,140000.00,
New Hampshire Charitable Foundation,2018,35000.00,
The New York Community Trust,2018,5000.00,
New Hampshire Charitable Foundation,2017,30000.00,
The Hazeldean Foundation,2017,18000.00,
The Hazeldean Foundation,2017,18000.00,
Shell Oil Company Foundation,2017,50.00,
New Hampshire Charitable Foundation,2016,75000.00,
Fidelity Investments Charitable Gift Fund,2016,500.00,
Fidelity Investments Charitable Gift Fund,2016,400.00,
Fidelity Investments Charitable Gift Fund,2016,250.00,
Fidelity Investments Charitable Gift Fund,2016,200.00,
GE Foundation,2016,125.00,
Fidelity Investments Charitable Gift Fund,2016,200.00,
GE Foundation,2016,125.00,
"Endowment for Health, Inc.",2018,25000.00,
"Endowment for Health, Inc.",2017,25000.00,
Barr Foundation,2020,470000.00,
Barr Foundation,2018,50000.00,
The Ashurst Foundation,2016,1000.00,
Barr Foundation,2020,1200000.00,
Barr Foundation,2020,170000.00,
Barr Foundation,2019,3000000.00,
Barr Foundation,2018,400000.00,
Barr Foundation,2016,4250000.00,
The John Merck Fund,2020,150000.00,
Cedar Tree Foundation,2020,20000.00,
Cedar Tree Foundation,2018,20000.00,
Community Foundation of Western Massachusetts,2016,2500.00,
Community Foundation of Western Massachusetts,2016,2500.00,
Pisces Foundation,2018,150000.00,
Barr Foundation,2017,25000.00,
Barr Foundation,2019,500000.00,
The John Merck Fund,2020,100000.00,
The John Merck Fund,2018,25000.00,
ClimateWorks Foundation,2017,200000.00,
The John Merck Fund,2016,75000.00,
Environmental Defense Fund Incorporated,2017,19375.00,
Environmental Defense Fund Incorporated,2017,19375.00,
Environmental Defense Fund Incorporated,2017,19375.00,
Environmental Defense Fund Incorporated,2017,19375.00,
The Nathan Cummings Foundation,2015,75000.00,
The William and Flora Hewlett Foundation,2020,200000.00,
Charles Stewart Mott Foundation,2020,20000.00,
Charles Stewart Mott Foundation,2019,350000.00,
The William and Flora Hewlett Foundation,2019,200000.00,
Grantham Foundation for the Protection,2018,200000.00,
Charles Stewart Mott Foundation,2017,300000.00,
Pisces Foundation,2017,175000.00,
The William and Flora Hewlett Foundation,2017,161000.00,
Charles Stewart Mott Foundation,2015,225000.00,
The Nathan Cummings Foundation,2015,200000.00,
Highland Street Foundation,2017,75000.00,
Barr Foundation,2019,600000.00,
The Planetary Trust,2017,2200.00,
Kresge Foundation,2016,405240.00,
The John Merck Fund,2015,100000.00,
Paul M. Angell Family Foundation,2020,90000.00,
Barr Foundation,2018,600000.00,
TD Charitable Foundation,2019,5000.00,
The Mabel Louise Riley Foundation,2020,75000.00,
Barr Foundation,2015,500000.00,
Barr Foundation,2020,1000000.00,
Barr Foundation,2019,975000.00,
Barr Foundation,2019,200000.00,
Barr Foundation,2020,20000.00,
Barr Foundation,2018,1050000.00,
Barr Foundation,2018,550000.00,
Barr Foundation,2018,20000.00,
Barr Foundation,2016,330000.00,
American Honda Foundation,2018,35000.00,
Environmental Defense Fund Incorporated,2018,50000.00,
The William and Flora Hewlett Foundation,2020,225000.00,
