R_Name,Year,Amount,
Climate Defense Project,2018,50000.00,
Climate Defense Project,2018,35000.00,
Climate Defense Project,2017,5000.00,
Earth Island Institute,2020,5000.00,
Earth Island Institute,2019,208000.00,
Earth Island Institute,2017,3500.00,
Earth Island Institute,2017,3500.00,
Earth Island Institute,2016,40000.00,
Earth Island Institute,2016,25000.00,
Earth Island Institute,2016,10000.00,
Earth Island Institute,2015,75000.00,
Friends of the Earth,2017,2000.00,
Friends of the Earth,2016,4000.00,
Global Alliance for Incinerator Alternatives,2020,100000.00,
Global Alliance for Incinerator Alternatives,2020,100000.00,
Global Alliance for Incinerator Alternatives,2015,45000.00,
Hesperian Health Guides,2019,3000.00,
Hesperian Health Guides,2018,3000.00,
Regents of the University of California at Berkeley,2020,97827.00,
Rising Sun Energy Center,2018,5500.00,
Rising Sun Energy Center,2017,5500.00,
Sociedad Cientifica Latinoamericana de Agroecologia,2015,37800.00,
Story of Stuff Project,2019,5000.00,
The Regents of the University of California,2019,200000.00,
Union of Concerned Scientists,2016,75000.00,
University of California at Berkeley,2019,2000000.00,
University of California at Berkeley,2019,157456.00,
University of California at Berkeley,2018,234664.00,
University of California at Berkeley,2018,70000.00,
University of California at Berkeley,2017,1622532.00,
University of California at Berkeley,2017,282650.00,
University of California at Berkeley,2017,282650.00,
University of California at Berkeley,2016,3093818.00,
University of California at Berkeley,2016,148654.00,
University of California at Berkeley,2015,238819.00,
University of California at Berkeley,2015,180000.00,
University of California at Berkeley,2015,119827.00,
University of California at Berkeley,2015,65000.00,
Women‚'s Climate Centers International,2018,30000.00,
Womens Earth Alliance,2018,2500.00,
Womens Earth Alliance,2017,5000.00,
Womens Earth Alliance,2017,300.00,
Womens Earth Alliance,2016,1000.00,
Climate Analytics gGmbH,2016,600000.00,
Heinrich B√∂ll Stiftung,2019,100000.00,
Heinrich B√∂ll Stiftung,2017,100000.00,
Little Sun Foundation,2017,16377.00,
Little Sun Foundation,2017,16377.00,
The Children's Center,2016,212929.00,
The Children's Center,2015,1000000.00,
Androscoggin River Watershed Council,2016,8000.00,
Mahoosuc Land Trust,2020,750.00,
"Burness Communications, Inc.",2020,700000.00,
"Burness Communications, Inc.",2019,700000.00,
"Burness Communications, Inc.",2018,700000.00,
"Burness Communications, Inc.",2017,800000.00,
"Burness Communications, Inc.",2016,760000.00,
"Burness Communications, Inc.",2015,600000.00,
Child Trends,2016,55000.00,
Climate Finance Advisors,2019,148109.00,
Editorial Projects in Education,2017,40000.00,
Project HOPE - The People-to-People Health Foundation,2019,500000.00,
Rachel Carson Council Inc,2017,15000.00,
Rachel Carson Council Inc,2017,15000.00,
Kiribati Youth Network,2018,4200.00,
Kiribati Youth Network,2016,5000.00,
Change Is Simple Inc,2019,33333.00,
Change Is Simple Inc,2018,33333.00,
The Trustees of Reservations,2018,800000.00,
Academy Foundation,2018,37578608.00,
Archival Foundation,2018,22829891.00,
Climate Emergency Fund,2019,3000.00,
Ogilvy Public Relations Worldwide,2017,270000.00,
"TreePeople, Inc.",2019,7000.00,
"TreePeople, Inc.",2018,7000.00,
"TreePeople, Inc.",2017,7000.00,
"Youth for Environment, Education and Development Foundation",2018,5000.00,
Satvik: Promoting Ecological Farming,2017,350000.00,
Native ARC Inc.,2018,3669.00,
Arbeitsgemeinschaft Regenwald und Artenschutz,2019,250000.00,
Kiribati Islands Conservation Society,2019,4000.00,
Northern Plains Resource Council,2018,15000.00,
Northern Plains Resource Council,2017,10000.00,
Northern Plains Resource Council,2016,10000.00,
Western Organization of Resource Councils,2018,50000.00,
Western Organization of Resource Councils Education Project,2017,32407.00,
Western Organization of Resource Councils Education Project,2017,18575.00,
Western Organization of Resource Councils Education Project,2017,18575.00,
Western Organization of Resource Councils Education Project,2017,13507.00,
Western Organization of Resource Councils Education Project,2017,8856.00,
Western Organization of Resource Councils Education Project,2017,1188.00,
Western Organization of Resource Councils Education Project,2015,100000.00,
Asociacion de Jovenes Indigenas LI KARMA,2019,5000.00,
Southern Tier AIDS Program Inc,2016,15000.00,
Coosa Riverkeeper Inc.,2018,8362.00,
Southern AIDS Coalition,2015,50000.00,
Climate Action Network West Midlands,2017,11789.00,
Not 1 More,2019,10000.00,
Not 1 More,2018,15000.00,
Agency for Development Initiatives (ADI),2016,35000.00,
"Public Foundation Nash Vek""""",2019,5000.00,
Dakota Resource Council,2017,10000.00,
Dakota Resource Council,2017,10000.00,
Virginia Center for Coal and Energy Research,2016,25000.00,
Virginia Polytechnic Institute and State University,2018,20000.00,
"Warm Hearth, Inc.",2019,4500.00,
Truss Group,2020,5000.00,
Cranbrook Educational Community,2016,500.00,
The Arctic Cycle,2018,20000.00,
The Arctic Cycle,2016,20000.00,
American Red Cross,2018,5000.00,
First Christian Church,2018,10050.00,
Illinois People's Action,2019,20000.00,
Illinois People's Action,2018,20000.00,
Illinois People's Action,2016,20000.00,
Illinois Prairie Community Foundation,2018,1000.00,
Indiana University Foundation - Institute for the Study of Contemporary Antisemitism,2018,30000.00,
Jonathan Fisher Memorial Inc,2016,1000.00,
Action pour la D√©veloppement de la Femme,2017,3500.00,
Allah Soni,2017,4000.00,
"Association DOGORI des Jeunes Producteurs, Eleveurs, El√®ves et Fonctionnaires de la commune de Bama",2018,4000.00,
"Association DOGORI des Jeunes Producteurs, Eleveurs, El√®ves et Fonctionnaires de la commune de Bama",2017,4000.00,
Association OUROYIRE de Diarradougou pour le Protection de l'Environnement,2018,4000.00,
Association OUROYIRE de Diarradougou pour le Protection de l'Environnement,2017,3500.00,
Center for International Forestry Research,2020,350000.00,
Samdhana Institute,2016,250000.00,
Samdhana Institute,2015,48320.00,
Confluencia La Guajira le Habla al Pa√≠s,2019,5000.00,
Otros Mundos Colombia,2019,5000.00,
TierrActiva Latin America,2019,14600.00,
TierrActiva Latin America,2019,5000.00,
TierrActiva Latin America,2016,7500.00,
Association Nationale des Femmes Agricultrices du B√©nin (ANaF),2015,305000.00,
Boise State University,2017,15000.00,
Idaho Conservation League Inc,2017,1000.00,
Idaho Conservation League Inc,2017,500.00,
Idaho Conservation League Inc,2016,150000.00,
Idaho Conservation League Inc,2016,250.00,
Idaho Conservation League Inc,2015,85000.00,
The Network (MEV),2016,4000000.00,
The Snake River Alliance Education Fund Inc.,2016,9000.00,
The Snake River Alliance Education Fund Inc.,2015,45000.00,
Commonweal,2019,25000.00,
Initiative Pour Le Developpement Local,2020,35000.00,
Initiative Pour Le Developpement Local,2020,20000.00,
Initiative Pour Le Developpement Local,2017,3000.00,
Gobierno Territorial Indigena Mayangna Sauni Arungka (Matumbak),2016,10000.00,
United Nations Framework Convention on Climate Change,2016,1000000.00,
Appalachian State University,2016,500000.00,
Appalachian State University,2015,552000.00,
Climate Voices Us,2017,10000.00,
Climate Voices Us,2017,10000.00,
Appalachian Mountain Club,2019,7500.00,
"Artists for Humanity, Inc.",2016,45000.00,
Boston Alliance of Gay and Lesbian Youth,2017,20000.00,
Boston Harbor Association,2015,140000.00,
Boston Harbor Now,2017,250000.00,
Boston University,2018,70158.00,
Boston University,2016,100000.00,
Boston University,2016,62242.00,
"Boston, City of",2019,570000.00,
"Boston, City of",2016,835000.00,
"Boston, City of",2016,65000.00,
"Ceres, Inc.",2020,400000.00,
"Ceres, Inc.",2020,150000.00,
"Ceres, Inc.",2020,75000.00,
"Ceres, Inc.",2020,50000.00,
"Ceres, Inc.",2019,4000000.00,
"Ceres, Inc.",2019,25607.00,
"Ceres, Inc.",2018,1000000.00,
"Ceres, Inc.",2018,250000.00,
"Ceres, Inc.",2018,125000.00,
"Ceres, Inc.",2018,100000.00,
"Ceres, Inc.",2018,100000.00,
"Ceres, Inc.",2018,70000.00,
"Ceres, Inc.",2018,32846.00,
"Ceres, Inc.",2017,3000000.00,
"Ceres, Inc.",2017,672153.00,
"Ceres, Inc.",2017,500000.00,
"Ceres, Inc.",2017,375000.00,
"Ceres, Inc.",2017,375000.00,
"Ceres, Inc.",2017,125000.00,
"Ceres, Inc.",2017,100000.00,
"Ceres, Inc.",2017,100000.00,
"Ceres, Inc.",2017,75000.00,
"Ceres, Inc.",2017,68679.00,
"Ceres, Inc.",2017,40000.00,
"Ceres, Inc.",2017,25000.00,
"Ceres, Inc.",2016,500000.00,
"Ceres, Inc.",2016,500000.00,
"Ceres, Inc.",2016,375000.00,
"Ceres, Inc.",2016,375000.00,
"Ceres, Inc.",2016,375000.00,
"Ceres, Inc.",2016,316000.00,
"Ceres, Inc.",2016,150000.00,
"Ceres, Inc.",2016,125000.00,
"Ceres, Inc.",2016,125000.00,
"Ceres, Inc.",2016,100000.00,
"Ceres, Inc.",2015,400000.00,
"Ceres, Inc.",2015,375000.00,
"Ceres, Inc.",2015,300000.00,
"Ceres, Inc.",2015,125000.00,
"Ceres, Inc.",2015,124000.00,
CLEAN AIR TASK FORCE,2019,440000.00,
Clean Air Task Force Inc,2020,1000000.00,
Clean Air Task Force Inc,2019,1000000.00,
Clean Air Task Force Inc,2019,74500.00,
Clean Air Task Force Inc,2019,2500.00,
Clean Air Task Force Inc,2018,100000.00,
Clean Air Task Force Inc,2017,1000000.00,
Clean Air Task Force Inc,2017,420000.00,
Clean Air Task Force Inc,2017,250000.00,
Clean Air Task Force Inc,2017,59500.00,
Clean Air Task Force Inc,2017,25000.00,
Clean Air Task Force Inc,2017,25000.00,
Clean Air Task Force Inc,2016,500000.00,
Clean Air Task Force Inc,2016,250000.00,
Clean Air Task Force Inc,2016,200000.00,
Clean Air Task Force Inc,2016,200000.00,
Clean Air Task Force Inc,2015,500000.00,
Clean Air Task Force Inc,2015,400000.00,
Clean Air Task Force Inc,2015,250000.00,
Clean Air Task Force Inc,2015,100000.00,
Clean Air Task Force Inc,2015,60000.00,
Clean Water Fund,2020,35000.00,
Clean Water Fund,2016,150000.00,
Climate Xchange Educationand Research Inc,2020,50000.00,
Climate Xchange Educationand Research Inc,2018,250.00,
Climate Xchange Educationand Research Inc,2017,500.00,
Climate Xchange Educationand Research Inc,2017,250.00,
Commonwealth of Massachusetts Dept. of the Attorney General,2020,12000.00,
Community Labor United,2016,37500.00,
Community Labor United,2015,45000.00,
"Conservation Law Foundation, Inc.",2020,325000.00,
"Conservation Law Foundation, Inc.",2019,1350000.00,
"Conservation Law Foundation, Inc.",2018,2400000.00,
"Conservation Law Foundation, Inc.",2018,1200000.00,
"Conservation Law Foundation, Inc.",2018,325000.00,
"Conservation Law Foundation, Inc.",2018,90000.00,
"Conservation Law Foundation, Inc.",2018,25000.00,
"Conservation Law Foundation, Inc.",2017,325000.00,
"Conservation Law Foundation, Inc.",2017,220000.00,
"Conservation Law Foundation, Inc.",2017,80000.00,
"Conservation Law Foundation, Inc.",2017,25000.00,
"Conservation Law Foundation, Inc.",2017,20000.00,
"Conservation Law Foundation, Inc.",2017,20000.00,
"Conservation Law Foundation, Inc.",2016,1200000.00,
"Conservation Law Foundation, Inc.",2016,325000.00,
"Conservation Law Foundation, Inc.",2016,75000.00,
"Conservation Law Foundation, Inc.",2015,225000.00,
"Conservation Law Foundation, Inc.",2015,40000.00,
Corporate Accountability,2019,62500.00,
Corporate Accountability,2018,1000.00,
Corporate Accountability International,2019,20000.00,
Corporate Accountability International,2019,15000.00,
Corporate Accountability International,2018,250000.00,
Corporate Accountability International,2018,168028.00,
Corporate Accountability International,2018,15000.00,
Corporate Accountability International,2018,10000.00,
Corporate Accountability International,2018,6625.00,
Corporate Accountability International,2017,250000.00,
Corporate Accountability International,2017,15000.00,
Corporate Accountability International,2017,15000.00,
Corporate Accountability International,2017,10000.00,
Corporate Accountability International,2016,200000.00,
Corporate Accountability International,2016,100000.00,
Environment America Research and Policy Center,2017,30000.00,
Environment America Research and Policy Center,2017,30000.00,
Environment America Research and Policy Center,2017,1500.00,
Environment America Research and Policy Center,2016,90000.00,
Environment America Research and Policy Center,2015,135000.00,
Environment America Research and Policy Center,2015,90000.00,
Environmental Defense Fund Inc,2018,10000.00,
Environmental Defense Fund Inc,2018,2000.00,
Environmental Defense Fund Inc,2017,10000.00,
Environmental Defense Fund Inc,2017,2000.00,
Environmental Defense Fund Inc,2016,10000.00,
"Environmental League of Massachusetts, Inc.",2018,80000.00,
"Environmental League of Massachusetts, Inc.",2016,37500.00,
"Environmental League of Massachusetts, Inc.",2015,45000.00,
Grassroots International,2020,200000.00,
Grassroots International,2019,50000.00,
Grassroots International,2018,50000.00,
Grassroots International,2018,15000.00,
Grassroots International,2017,15000.00,
Grassroots International,2016,5000.00,
Grassroots International,2015,200000.00,
Grassroots International,2015,100000.00,
Green Energy Consumers Alliance Inc,2019,300000.00,
"Harvard University Center for Climate, Health, and the Global Environment",2020,20000.00,
Jeremy and Hannelore Grantham Environmental Trust,2018,10000000.00,
Massachusetts Climate Action Network,2018,140000.00,
Massachusetts Climate Action Network,2018,35000.00,
Massachusetts Climate Action Network,2018,5000.00,
Massachusetts Climate Action Network,2017,30000.00,
Massachusetts Climate Action Network,2017,18000.00,
Massachusetts Climate Action Network,2017,18000.00,
Massachusetts Climate Action Network,2017,50.00,
Massachusetts Climate Action Network,2016,75000.00,
Massachusetts Climate Action Network,2016,500.00,
Massachusetts Climate Action Network,2016,400.00,
Massachusetts Climate Action Network,2016,250.00,
Massachusetts Climate Action Network,2016,200.00,
Massachusetts Climate Action Network,2016,125.00,
Massachusetts Climate Action Network,2016,200.00,
Massachusetts Climate Action Network,2016,125.00,
Massachusetts Immigrant And Refugee Advocacy Coalition Inc,2018,25000.00,
Massachusetts Immigrant And Refugee Advocacy Coalition Inc,2017,25000.00,
Massachusetts Institute for a New Commonwealth,2020,470000.00,
Massachusetts Taxpayers Foundation Inc,2018,50000.00,
Massachusetts Taxpayers Foundation Inc,2016,1000.00,
Metropolitan Area Planning Council,2020,1200000.00,
Metropolitan Area Planning Council,2020,170000.00,
Metropolitan Area Planning Council,2019,3000000.00,
Metropolitan Area Planning Council,2018,400000.00,
Metropolitan Area Planning Council,2016,4250000.00,
Necec Institute,2020,150000.00,
"Neighbor to Neighbor Massachusetts Education Fund, Inc.",2020,20000.00,
